,level_0,transaction_date,ticker,asset_description,type,amount,representative,timestamp,merge_key,people,state,party_x,total_senate_years,total_house_years,total_years,donation_merge_key,name,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,party_y,start,day_30,day_60,day_90,day_180,sp_start,sp_30,sp_60,sp_90,sp_180
1629,1629,2020-01-21,UBER,"Uber Technologies, Inc.",sale_full,"$1,001 - $15,000",Brian Mast,1579582800,"Brian Mast, J.","Brian Mast, J.",Florida,Republican,0,4,4,Brian Mast,Brian Mast,$6128177,$2341334,38.21%,Raised over $100k,R,37.599998474121094,40.91999816894531,21.329999923706055,28.329999923706055,32.54999923706055,3320.7900390625,3373.22998046875,2304.919921875,2797.800048828125,3224.72998046875
1630,1630,2020-06-19,HD,"Home Depot, Inc.",purchase,"$1,001 - $15,000",Lloyd Doggett,1592539200,Lloyd Doggett,Lloyd Doggett,Texas,Democratic,0,26,26,Lloyd Doggett,Lloyd Doggett,$1336576,$44273,3.31%,Raised over $100k,D,246.64999389648438,262.4200134277344,282.8599853515625,273.30999755859375,267.9800109863281,3097.739990234375,3257.300048828125,3374.85009765625,3315.570068359375,3694.6201171875
1631,1631,2020-06-11,IBM,International Business Machines Corporation,purchase,"$1,001 - $15,000",Lloyd Doggett,1591848000,Lloyd Doggett,Lloyd Doggett,Texas,Democratic,0,26,26,Lloyd Doggett,Lloyd Doggett,$1336576,$44273,3.31%,Raised over $100k,D,118.01000213623047,119.19999694824219,126.75,122.08999633789062,124.69999694824219,3002.10009765625,3155.219970703125,3333.68994140625,3383.5400390625,3691.9599609375
1632,1632,2020-06-15,PPG,"PPG Industries, Inc.",purchase,"$1,001 - $15,000",Lloyd Doggett,1592193600,Lloyd Doggett,Lloyd Doggett,Texas,Democratic,0,26,26,Lloyd Doggett,Lloyd Doggett,$1336576,$44273,3.31%,Raised over $100k,D,103.19999694824219,115.62000274658203,118.80999755859375,129.0399932861328,142.92999267578125,3066.590087890625,3226.56005859375,3373.429931640625,3385.489990234375,3663.4599609375
1633,1633,2020-06-10,AM,Antero Midstream Corporation,purchase,"$50,001 - $100,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,5.559999942779541,5.360000133514404,7.360000133514404,5.53000020980835,7.559999942779541,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1634,1634,2020-06-11,AM,Antero Midstream Corporation,purchase,"$15,001 - $50,000",Mark Green,1591848000,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,5.150000095367432,5.289999961853027,7.0,5.71999979019165,7.5,3002.10009765625,3155.219970703125,3333.68994140625,3383.5400390625,3691.9599609375
1635,1635,2020-06-11,AM,Antero Midstream Corporation,purchase,"$50,001 - $100,000",Mark Green,1591848000,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,5.150000095367432,5.289999961853027,7.0,5.71999979019165,7.5,3002.10009765625,3155.219970703125,3333.68994140625,3383.5400390625,3691.9599609375
1636,1636,2020-06-11,AROC,"Archrock, Inc.",purchase,"$1,001 - $15,000",Mark Green,1591848000,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,5.670000076293945,6.050000190734863,7.389999866485596,5.789999961853027,8.739999771118164,3002.10009765625,3155.219970703125,3333.68994140625,3383.5400390625,3691.9599609375
1637,1637,2020-06-10,CEQP,Crestwood Equity Partners LP,purchase,"$50,001 - $100,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,17.360000610351562,10.970000267028809,14.739999771118164,12.960000038146973,18.719999313354492,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1638,1638,2020-06-10,CAPL,CrossAmerica Partners LP Common Units Representing Limited Partner Interests,purchase,"$15,001 - $50,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,15.600000381469727,12.5,15.40999984741211,15.390000343322754,16.799999237060547,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1639,1639,2020-06-10,DCP,"DCP Midstream, LP Common Units",purchase,"$15,001 - $50,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,14.609999656677246,10.130000114440918,14.680000305175781,10.75,20.309999465942383,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1640,1640,2020-06-10,ENBL,"Enable Midstream Partners, LP Common Units Representing Limited Partner Interests",purchase,"$15,001 - $50,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,6.110000133514404,4.440000057220459,5.860000133514404,4.670000076293945,6.079999923706055,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1641,1641,2020-06-10,ENBL,"Enable Midstream Partners, LP Common Units Representing Limited Partner Interests",purchase,"$1,001 - $15,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,6.110000133514404,4.440000057220459,5.860000133514404,4.670000076293945,6.079999923706055,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1642,1642,2020-06-10,ENBL,"Enable Midstream Partners, LP Common Units Representing Limited Partner Interests",purchase,"$50,001 - $100,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,6.110000133514404,4.440000057220459,5.860000133514404,4.670000076293945,6.079999923706055,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1643,1643,2020-06-10,ET,Energy Transfer LP Common Units,purchase,"$100,001 - $250,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,8.770000457763672,6.440000057220459,6.510000228881836,5.860000133514404,6.929999828338623,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1644,1644,2020-06-11,ET,Energy Transfer LP Common Units,purchase,"$15,001 - $50,000",Mark Green,1591848000,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,7.829999923706055,6.360000133514404,6.53000020980835,5.920000076293945,6.699999809265137,3002.10009765625,3155.219970703125,3333.68994140625,3383.5400390625,3691.9599609375
1645,1645,2020-06-10,ENLC,"Enlink Midstream, LLC Common Units Representing Limited Partner Interests",purchase,"$15,001 - $50,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,3.2200000286102295,2.3399999141693115,3.140000104904175,2.430000066757202,4.53000020980835,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1646,1646,2020-06-10,ENLC,"Enlink Midstream, LLC Common Units Representing Limited Partner Interests",purchase,"$50,001 - $100,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,3.2200000286102295,2.3399999141693115,3.140000104904175,2.430000066757202,4.53000020980835,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1647,1647,2020-06-11,GLOP,Gaslog Partners LP Common Units Representing Limited Partnership Interests,purchase,"$15,001 - $50,000",Mark Green,1591848000,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,4.21999979019165,4.050000190734863,4.309999942779541,3.940000057220459,2.7699999809265137,3002.10009765625,3155.219970703125,3333.68994140625,3383.5400390625,3691.9599609375
1648,1648,2020-06-10,GLOP,Gaslog Partners LP Common Units Representing Limited Partnership Interests,purchase,"$1,001 - $15,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,4.900000095367432,4.190000057220459,4.239999771118164,3.700000047683716,2.809999942779541,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1649,1649,2020-06-10,GLOP,Gaslog Partners LP Common Units Representing Limited Partnership Interests,purchase,"$1,001 - $15,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,4.900000095367432,4.190000057220459,4.239999771118164,3.700000047683716,2.809999942779541,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1650,1650,2020-06-10,GEL,"Genesis Energy, L.P. Common Units",purchase,"$50,001 - $100,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,10.09000015258789,6.46999979019165,6.46999979019165,4.730000019073486,7.510000228881836,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1651,1651,2020-06-10,GLP,Global Partners LP Global Partners LP Common Units Representing Limited Partner Interests,purchase,"$50,001 - $100,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,11.149999618530273,9.460000038146973,12.949999809265137,12.899999618530273,17.110000610351562,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1652,1652,2020-06-10,GLP,Global Partners LP Global Partners LP Common Units Representing Limited Partner Interests,purchase,"$1,001 - $15,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,11.149999618530273,9.460000038146973,12.949999809265137,12.899999618530273,17.110000610351562,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1653,1653,2020-06-11,GMLP,Golar LNG Partners LP - Common Units Representing Limited Partnership,purchase,"$15,001 - $50,000",Mark Green,1591848000,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,65.69999694824219,65.69999694824219,65.69999694824219,65.69999694824219,65.69999694824219,3002.10009765625,3155.219970703125,3333.68994140625,3383.5400390625,3691.9599609375
1654,1654,2020-06-10,GMLP,Golar LNG Partners LP - Common Units Representing Limited Partnership,purchase,"$1,001 - $15,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,65.69999694824219,65.69999694824219,65.69999694824219,65.69999694824219,65.69999694824219,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1655,1655,2020-06-10,MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,purchase,"$1,001 - $15,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,2.8299999237060547,1.6799999475479126,1.8200000524520874,1.409999966621399,1.9900000095367432,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1656,1656,2020-06-10,MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,purchase,"$15,001 - $50,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,2.8299999237060547,1.6799999475479126,1.8200000524520874,1.409999966621399,1.9900000095367432,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1657,1657,2020-06-10,MPLX,MPLX LP Common Units Representing Limited Partner Interests,purchase,"$100,001 - $250,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,19.25,17.479999542236328,19.3799991607666,17.420000076293945,23.010000228881836,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
1658,1658,2020-06-10,MPLX,MPLX LP Common Units Representing Limited Partner Interests,purchase,"$15,001 - $50,000",Mark Green,1591761600,Mark Green,Mark Green,Wisconsin,Republican,0,8,8,Mark Green,Mark Green,$1194960,$0,0.00%,Raised over $100k,R,19.25,17.479999542236328,19.3799991607666,17.420000076293945,23.010000228881836,3190.139892578125,3185.0400390625,3360.469970703125,3340.969970703125,3699.1201171875
